stop_name,stop_lat,location_type,stop_lon,stop_id,parent_station
Tulu Fati,9.1408321,0,38.7549356,node/7041071774,
Ashewa,9.1449015,0,38.7538733,node/7041071775,
Tabya Hotel,9.1560016,0,38.7542489,node/7041071776,
Sar Bet (Roundabout),8.9929589,0,38.738359,node/7047495429,
United Bank (Ashewa Meda),9.0286142,0,38.6600221,node/7047495432,
Sefera,8.9208064,0,38.7346499,node/7047495433,
Lafto,8.9473774,0,38.744323,node/7049122264,
Hana Mariam (2),8.935835,0,38.7440895,node/7049122265,
Haile Garment,8.9387647,0,38.7345586,node/7049122266,
Yekiber Demena Church,9.0304285,0,38.8779866,node/7049921444,
Megenagna Terminal,9.0204726,0,38.8024339,node/7049921445,
Hill Bottom (Recreation),9.0220882,0,38.8759579,node/7049921447,
Zone 8,9.0304125,0,38.8775474,node/7049921448,
Aba Kiros (Tafo) Roundabout,9.0570656,0,38.8779122,node/7049921449,
Tafo Junction,9.0566049,0,38.8790275,node/7050234123,
Megenagna Terminal,9.020626,0,38.8021323,node/7050327664,
6 Kilo,9.0476858,0,38.7617178,node/7054842410,
6 Kilo,9.0476498,0,38.7617169,node/7054842414,
Legehar (Old Train Station),9.0106346,0,38.7532161,node/7055060064,
Kotebe Gebriel,9.0359897,0,38.8546711,node/7055598734,
Ahmed Building,9.0269686,0,38.8299268,node/7055598736,
St. Mary Church,9.0363488,0,38.7579049,node/7055598738,
Piassa Arada,9.0335541,0,38.7535483,node/7055598739,
Piassa Arada,9.0327818,0,38.7534018,node/7055598742,
St. Mary Church,9.0363807,0,38.7579442,node/7055598743,
NOC End,9.0274541,0,38.8307544,node/7055598744,
Kotebe Teachers College,9.0341209,0,38.8467717,node/7056754511,
Meskelegna (Ababdo),9.0630764,0,38.8732637,node/7056754514,
Megenagna,9.020907,0,38.8022361,node/7056754516,
Atlas,9.0041945,0,38.779674,node/7057002158,
Piassa Arada,9.0329242,0,38.7528717,node/7057002161,
Ras Mekonene Bridge (Seba Dereja),9.0389386,0,38.7568279,node/7057002162,
Gibi Gebriel Church,9.0226675,0,38.7626361,node/7057002163,
Brass Clinic (Bole),8.9904207,0,38.7929906,node/7057187392,
Brass Clinic (Bole),8.9903142,0,38.7932003,node/7057187393,
St.Gorgis,9.0379471,0,38.7519784,node/7062689844,
St. George Church (2),9.0358742,0,38.751629,node/7062689845,
Piassa,9.0345896,0,38.7549398,node/7062689848,
Arat Kilo,9.0325203,0,38.764362,node/7062689850,
4 Kilo,9.0344021,0,38.7630946,node/7062689851,
Medhanialem,9.0506154,0,38.7621098,node/7062689852,
Education Bureau (6 Kilo),9.044142,0,38.7635923,node/7062689854,
Jan Meda,9.0471236,0,38.7690204,node/7062689855,
Frensaye Kela,9.0557922,0,38.7742742,node/7062689856,
Frensaye Kela,9.0551762,0,38.7736282,node/7062689857,
Abo Mazoriya,9.0569998,0,38.7777387,node/7062689858,
Gurara,9.0623294,0,38.7881845,node/7062689859,
Mamo (NFSL TVET),8.9730894,0,38.7608987,node/7067942461,
Agona Cinema,8.988213,0,38.7595747,node/7067942462,
Agona Cinema,8.9882665,0,38.7597959,node/7067942463,
Tele Garage,9.0004682,0,38.7587377,node/7067942465,
Zerihun Building,9.0145395,0,38.7824519,node/7067990019,
6th (Raddison Blu),9.0166971,0,38.7669539,node/7067990020,
National Palace,9.026432,0,38.7621456,node/7070861695,
SNAP Building,8.9897614,0,38.7872174,node/7070861696,
Friendship,8.9908557,0,38.7844888,node/7070861697,
Heber Restaurant,8.9917592,0,38.7822311,node/7070861698,
RWANDA (Werbek House),8.992295,0,38.7791533,node/7070861699,
Rwanda,8.9924,0,38.7798477,node/7070861701,
Bole Printing Press,8.9966227,0,38.7723732,node/7070861702,
Bole Printing Press,8.9976714,0,38.7715908,node/7070861703,
Mega Printing Press,8.9993469,0,38.7708659,node/7070861704,
Shewa Dabo,9.001132,0,38.7697078,node/7070861705,
Getu Commercial Center,9.0014126,0,38.7697673,node/7070861706,
Dembel City Center,9.004953,0,38.7678519,node/7070861707,
Flamingo,9.0100482,0,38.7634195,node/7070861710,
Piassa Arada,9.0358386,0,38.7528459,node/7070861712,
Anbessa Garage,9.0074376,0,38.8054033,node/7070861713,
Ayat Roundabout,9.0221276,0,38.876525,node/7070861714,
Gebriel,9.0401288,0,38.8777949,node/7070861716,
Semen Mazegaja | ሰሜን ማዘጋጃ,9.0527134,0,38.7433527,node/7074233342,
Del Ber School,9.0559007,0,38.7411604,node/7074233343,
Adisu Gebeya,9.0592088,0,38.7379037,node/7074233344,
Kelebat,9.061605,0,38.7355505,node/7074233345,
Oilibiya (Dil Ber),9.0679367,0,38.7347909,node/7074233346,
Pastor,9.0463006,0,38.7301845,node/7074267433,
Medhanialem,9.051161,0,38.7228618,node/7074267434,
Winget,9.0554455,0,38.7138884,node/7074267435,
Kela,9.0576131,0,38.6101592,node/7074269464,
Kela,9.0576152,0,38.6101611,node/7074269465,
Semen Hotel,9.0452427,0,38.7481339,node/7074275407,
Kera,8.9866969,0,38.7484333,node/7074294627,
Asko,9.0653014,0,38.6922669,node/7074299254,
Sebategna,9.0286512,0,38.733098,node/7074324043,
Autobis Tera (2),9.0317912,0,38.7324012,node/7074324044,
Autobis Tera,9.0347276,0,38.7321005,node/7074324045,
Mekanisa,8.9733512,0,38.7315967,node/7074326525,
Abo Mazoria,8.9822244,0,38.7343058,node/7074326526,
Gate 2,8.9894962,0,38.8580841,node/7074330387,
Tena Tabeya,8.9942098,0,38.8605382,node/7074330389,
Condminium (Gate),8.9984544,0,38.8602323,node/7074330391,
Gomista,9.0014062,0,38.8573283,node/7074330392,
Summit (MOHA),9.0040839,0,38.8517162,node/7074330394,
Safari,9.0106601,0,38.8518265,node/7074330397,
Alemayehu,8.999474,0,38.820944,node/7074330400,
Alemayehu,9.0005663,0,38.8196821,node/7074330401,
Condominium,9.0050845,0,38.8095474,node/7074330403,
Ethio-china,9.026612,0,38.8287819,node/7074330407,
Kara,9.0403987,0,38.8643277,node/7074330409,
Project 15,8.9654679,0,38.8850641,node/7074332290,
Kela,8.9772657,0,38.8845811,node/7074332294,
Chereta,9.0616842,0,38.7010211,node/7074347184,
Gerar,8.9813585,0,38.6894082,node/7074353066,
Sansusi,9.0714186,0,38.6891023,node/7074387585,
Kersa (2),9.0285405,0,38.6722328,node/7074496216,
Ashewa Meda,9.0326531,0,38.6653802,node/7074496217,
Ashewa Meda,9.0326414,0,38.6653823,node/7074496218,
United Bank (Ashewa Meda),9.0258997,0,38.6569665,node/7074496219,
St. Gebriel,9.027689,0,38.6515848,node/7074496221,
St. Gebriel,9.0276843,0,38.6515743,node/7074496222,
Gojo,9.0417975,0,38.6216778,node/7074496225,
Alem Bank,9.0010346,0,38.6776598,node/7074504387,
Ayer Tena,8.9831093,0,38.6982193,node/7074504388,
Bethel,9.0045877,0,38.6944335,node/7074504390,
Mendida,9.0149626,0,38.7004735,node/7074504392,
Mebrat Nigist Hotel,8.9700751,0,38.7486994,node/7074525370,
Lideta Kefetega Firdbet,9.0116457,0,38.7326808,node/7074541084,
Haile Garment,8.9368661,0,38.7363202,node/7074561391,
Mebrathile (EEPCo),8.9493593,0,38.7334502,node/7074561392,
Hana Mariam,8.9309368,0,38.7544146,node/7074561393,
Hana Mariam (2),8.9361698,0,38.7444615,node/7074561394,
Meskelgna,8.95299,0,38.7448233,node/7074561395,
Piassa Arada,9.0357438,0,38.7514315,node/7074585943,
Arat Kilo,9.0324015,0,38.7633143,node/7074585944,
Beklo Bet (Global),8.9953761,0,38.759835,node/7074599697,
Dembel City Center,9.0055741,0,38.7672511,node/7074691520,
Mexico,9.010735,0,38.7471393,node/7074707878,
ERA Office (Big Mak),9.0127963,0,38.7478601,node/7074707880,
Saint Josphe School,9.0092034,0,38.7591385,node/7074707881,
St. Estifanos Church,9.0124825,0,38.7628296,node/7074707883,
Mamo (NFSL TVET),8.9725713,0,38.7607684,node/7074819178,
Kality Maseltegna,8.9339802,0,38.7643672,node/7074841188,
Dildiy Mariam,8.9585362,0,38.7498569,node/7075101457,
Kera (Gofa Stop),8.9837158,0,38.7497528,node/7075101459,
Tor Hailoch,9.009717,0,38.7208842,node/7075129253,
Torhayloch,9.0117428,0,38.7207996,node/7075129254,
Tor Hailoch,9.0117788,0,38.7222467,node/7075129255,
Riche,9.0043941,0,38.7588986,node/7076294502,
Mebrat Condominium,8.9645236,0,38.7438551,node/7076294503,
Kadisco,8.9638868,0,38.7633289,node/7076294504,
Flamingo,9.0089349,0,38.7646677,node/7076294505,
Condminium (Gate),8.9984013,0,38.8601035,node/7076294507,
Sara Ampol (Gedera),9.0571285,0,38.8738883,node/7076294508,
Michael (2),9.0418835,0,38.7325725,node/7076294509,
Shero Meda,9.0622823,0,38.7612538,node/7076294510,
Shero Meda,9.0618175,0,38.7613619,node/7076294511,
Dil Ber,9.0716602,0,38.7369836,node/7076294512,
Sanba Nekrsa,9.0745282,0,38.7590251,node/7076294514,
Shiromeda Selassie,9.0692159,0,38.7607132,node/7076294515,
Shero Meda,9.0618235,0,38.7613887,node/7076294516,
6 Kilo (Akim Genbata),9.0447597,0,38.7612093,node/7076310930,
Shero Meda,9.0626379,0,38.7612397,node/7076310931,
Medhanialem,9.0507372,0,38.7619991,node/7077424942,
Ambassador,9.0163885,0,38.7551039,node/7077601626,
Lamberet,9.0216085,0,38.8139111,node/7077785205,
Kara Condominium,9.0479009,0,38.8692642,node/7077785206,
Kara Condominium,9.0480304,0,38.8695121,node/7077785209,
Autobis Tera (2),9.031811,0,38.7325536,node/7077863009,
Tropical,8.9960545,0,38.6833448,node/7077863010,
Alem Bank,9.0003767,0,38.6779208,node/7077863012,
Tropical,8.9965876,0,38.6830207,node/7077863014,
Kidane Mihret,8.9923549,0,38.6892387,node/7077863015,
Bethel,9.004479,0,38.6941906,node/7077863016,
Mendida,9.0151128,0,38.7004836,node/7077863017,
Abinet,9.019638,0,38.7327417,node/7077863018,
Sebategna,9.0280905,0,38.7329768,node/7077863019,
Mexico,9.0088714,0,38.7440208,node/7078164250,
Haile Garment,8.9381825,0,38.7349155,node/7078164251,
Mekanisa,8.9729343,0,38.7311018,node/7078164254,
Abo Mazoria,8.9820586,0,38.7345326,node/7078164255,
Mexico,9.0088201,0,38.7437936,node/7078164256,
Autobis Tera (1),9.0330269,0,38.7323925,node/7078406225,
Zenebework,8.9876369,0,38.7090191,node/7078406227,
Ayer Tena,8.9822919,0,38.6949214,node/7078406228,
Kara Kore,8.9755975,0,38.6817556,node/7078406231,
Kara Kore,8.9763865,0,38.6823873,node/7078406235,
Ayer Tena (Gerar-Repi),8.9822452,0,38.6939258,node/7078406236,
Repi (Gerar),8.9795411,0,38.6853377,node/7078406237,
Zenebework (Crossing),8.9852814,0,38.7051886,node/7078406238,
3 Kutir Mazoriya (Total),8.992776,0,38.715946,node/7078406239,
Autobis Tera (1),9.0330007,0,38.7322299,node/7078406240,
Condominium,9.0049451,0,38.8100534,node/7080251773,
Goro School,8.993889,0,38.8268744,node/7080251774,
Anbessa Garage,9.0071789,0,38.8056204,node/7080251776,
Estifanos,9.0110028,0,38.76366,node/7080440194,
BAMBIS,9.0104866,0,38.7690578,node/7080440195,
St. Urael Church,9.0115088,0,38.7752996,node/7080440196,
Lex Plaza,9.0147285,0,38.7823039,node/7080440197,
22 (Haya Hulet),9.0164226,0,38.7896417,node/7080440198,
Megenagna,9.0194097,0,38.8004816,node/7080440200,
Megenagna,9.019032,0,38.8005914,node/7080440203,
Lem Hotel,9.0177169,0,38.7955696,node/7080440204,
22 (Haya Hulet),9.0162149,0,38.7896635,node/7080440205,
BAMBIS,9.0102033,0,38.7694936,node/7080440206,
Mexico,9.0104304,0,38.7467585,node/7080440208,
Mexico,9.0098462,0,38.7462899,node/7080527282,
Kera,8.9863213,0,38.7487773,node/7080527284,
Mebrat,8.96688,0,38.7487535,node/7080611085,
Mexico Shebelle Hotel,9.0120423,0,38.746773,node/7080611091,
Michael,9.0412736,0,38.7322629,node/7080893992,
Autobis Tera,9.034717,0,38.732023,node/7080893993,
Pastor,9.0460782,0,38.7306587,node/7080893994,
Winget,9.0560646,0,38.713458,node/7080893995,
Chereta,9.0613645,0,38.7009781,node/7080893996,
Sansusi,9.0715888,0,38.6891732,node/7080894001,
5 Kilo (History Museum),9.0385658,0,38.7624277,node/7081034796,
Abo Mazoriya,9.0574672,0,38.7785478,node/7081034797,
Education Bureau (6 Kilo),9.0441923,0,38.7640045,node/7081034799,
Total (Dil Ber),9.0648091,0,38.732915,node/7084255331,
Piassa Arada,9.0341775,0,38.7533521,node/7084255333,
Addisu Gebeya,9.0594855,0,38.7374497,node/7084255334,
Tsion Cafe (Addisu Gebeya),9.0638908,0,38.733166,node/7084255335,
Total (Dil Ber),9.0653883,0,38.7327389,node/7084255336,
Ummar School,9.0337517,0,38.7405402,node/7084722454,
Autobis Tera (3),9.0341036,0,38.7337992,node/7084722456,
Gojam Berenda (Tefera Buillding),9.0341305,0,38.7418327,node/7084722457,
Dej. Wube (Ras Abebe School),9.0404538,0,38.7533374,node/7084722458,
Wube Bereha,9.0440672,0,38.7544994,node/7084722459,
Menen,9.0515491,0,38.7588473,node/7084722460,
Tsehay Chora (ShiroMeda),9.0584002,0,38.7598297,node/7084722461,
Sebategna (Taem Bakery),9.0274958,0,38.7332661,node/7084873006,
Mola Maru (Jos Hansen),9.0188835,0,38.7380924,node/7084873007,
Geja Sefer (Darmar),9.0167149,0,38.7382054,node/7084873008,
Kera (Green Market),8.9856954,0,38.7486804,node/7084873009,
Kera (Mexico Stop),8.9841757,0,38.7518917,node/7084873010,
MOHA (Pepsi Factory),8.9824212,0,38.7560749,node/7084873011,
Saris (Shoa Bakery),8.9547202,0,38.7635412,node/7084873012,
Kera (Saris Stop),8.9844206,0,38.7509324,node/7084873013,
Guenet Hotel (Orbis),9.002055,0,38.7469466,node/7084873014,
St. Lideta Church,9.0111972,0,38.736541,node/7084873015,
Abenet (Joshansen),9.0192478,0,38.733649,node/7084873016,
Canada Embassy,8.9951157,0,38.7373207,node/7084932737,
Mechare Meda,8.9973163,0,38.7311778,node/7084932738,
Bisrate Gebrael,8.9892732,0,38.7239615,node/7084932739,
Zenebework (Crossing),8.9850622,0,38.705264,node/7084932740,
Ayer Tena,8.9838697,0,38.6960209,node/7084932741,
Kidane Mihret (Roundabout),8.9917639,0,38.6887357,node/7084932742,
Kidane Mihret (2),8.9910254,0,38.690106,node/7084932743,
Augusta Bridge (Tor Hailoch),9.0056187,0,38.7185689,node/7084932745,
Mexico,9.0114539,0,38.7445753,node/7084932747,
Goro Roundabout,8.9839859,0,38.8285018,node/7098810331,
Kotebe Shet',8.9678887,0,38.8370059,node/7098810332,
Bole Lemi,8.9585287,0,38.8352869,node/7098810333,
Endorro 2,8.9405669,0,38.8219339,node/7098810334,
Kilinto Right (Heniken),8.9007946,0,38.8152364,node/7098810335,
Koye Feche 4,8.8947925,0,38.8240221,node/7098810336,
Koye Feche 3,8.8925887,0,38.8277372,node/7098810337,
Koye Feche 2,8.896302,0,38.8313712,node/7098810338,
Goro Roundabout,8.9837967,0,38.8289328,node/7098810340,
Kotebe Shet',8.9678046,0,38.8374461,node/7098810341,
Bole Lemi,8.9573187,0,38.8354629,node/7098810342,
Endorro 2,8.9393928,0,38.8217947,node/7098810343,
Endorro 1,8.9307029,0,38.820007,node/7098810344,
kilinto (Heniken Brewery),8.9005132,0,38.8155747,node/7098810345,
Gurd-shola,9.0192718,0,38.8196082,node/7098833728,
Civil Service College,9.021924,0,38.8331381,node/7098833729,
St. Michael,9.021617,0,38.8400876,node/7098833730,
Sunshine Apartments,9.0193173,0,38.8524287,node/7098833731,
Gomista,9.0019915,0,38.8575794,node/7098833732,
Hasset Photo,8.9918735,0,38.8588022,node/7098833735,
Sunshine Apartments,9.0190988,0,38.8521013,node/7098833736,
CMC (Apartments),9.0208488,0,38.8504565,node/7098833737,
St. Michael,9.0213567,0,38.8401568,node/7098833738,
Merkato,9.0337594,0,38.7312293,node/7102193971,
Mesalemia (Area Police),9.0338552,0,38.7254909,node/7102193972,
Luwkanda,9.0332635,0,38.7086533,node/7102193973,
Comprensive,9.0338494,0,38.7049566,node/7102193974,
Gefersa,9.031909,0,38.642409,node/7102193975,
Gojo (Kela),9.0563274,0,38.6117467,node/7102193976,
Gojo (Kela),9.0560454,0,38.6120244,node/7102193977,
Gefersa (2),9.0375371,0,38.6265192,node/7102193978,
Gefersa,9.0356795,0,38.6329501,node/7102193979,
Ashewa Meda (1),9.0328635,0,38.6674596,node/7102193980,
Kersa (1),9.0286003,0,38.6760437,node/7102193981,
Feli Doro (2),9.0343761,0,38.687173,node/7102193982,
Mesalemia,9.0344498,0,38.7244946,node/7102193983,
Merkato,9.0338637,0,38.7312074,node/7102269985,
Ayer Tena,8.9821491,0,38.6977085,node/7103202615,
German Bridge,8.9647174,0,38.7316085,node/7103202616,
Mebrathile (EEPCo),8.9470109,0,38.7342372,node/7103202617,
Saris Abo,8.9444277,0,38.7692016,node/7103202619,
Saris Abo,8.944353,0,38.7666082,node/7103202620,
Kality Maseltegna,8.9336411,0,38.7645892,node/7103202621,
Hana Mariam (Bridge),8.930547,0,38.7550031,node/7103202622,
Mickael Bridge,8.9653607,0,38.72738,node/7103202623,
Ayer Tena,8.9820533,0,38.6976219,node/7103202625,
Bel Air,9.0323651,0,38.7729637,node/7104888674,
CMC (Apartments),9.0211237,0,38.8506098,node/7105158906,
Tafo Condominium 2,9.0462589,0,38.8774831,node/7105158907,
Tafo Condominium 1,9.0502639,0,38.8775457,node/7105158908,
Mebrat (Lafto),8.9593839,0,38.7490031,node/7105268824,
Dildiy Mariam,8.9587047,0,38.7497551,node/7105268825,
Lafto (Mickael),8.9537745,0,38.7504407,node/7105268826,
Lafto,8.9465504,0,38.7493803,node/7105268828,
Lafto (Primary School),8.9558865,0,38.7450783,node/7105268830,
Post Office (Ambassador),9.0185243,0,38.7534558,node/7105398617,
6 Kilo (University),9.0461705,0,38.7614232,node/7105398618,
Teferi Mekonen,9.0522977,0,38.7623138,node/7105398619,
Marathon Motor (Megenagna),9.022269,0,38.7999868,node/7105584907,
Arat Kilo,9.0332665,0,38.762507,node/7105584908,
Piassa Arada,9.0341288,0,38.7532588,node/7105584909,
Arat Kilo,9.0332715,0,38.7625094,node/7105584911,
Abebe Sook,9.0289345,0,38.7888307,node/7105584912,
Abune Petros,9.0358919,0,38.7492708,node/7105840324,
Yohannes,9.0424895,0,38.745898,node/7105840325,
Arbegnoch Primary School,9.0472271,0,38.7421685,node/7105840326,
Enqulal Fabrica,9.0485317,0,38.7376837,node/7105840327,
Yohannes,9.0434044,0,38.7450108,node/7105840330,
Enqulal Fabrica,9.0481067,0,38.7373533,node/7105840331,
Sefera,8.9209077,0,38.7350358,node/7107670562,
Mebrathile (EEPCo),8.94963,0,38.7332384,node/7107670563,
Mekanisa Abo,8.9829863,0,38.7341183,node/7107670564,
Jemmo 2,8.9606298,0,38.6879228,node/7107789218,
Piassa (Downtown Cafe),9.0319297,0,38.7511477,node/7107789219,
Jemmo 2,8.9605732,0,38.6878636,node/7107789220,
Kera,8.9860956,0,38.7483037,node/7108224469,
6th (Raddison Blu),9.0166264,0,38.7675202,node/7110438104,
Kazanchis (6th),9.0171928,0,38.7701955,node/7110438105,
Aware Roundabout,9.0231177,0,38.7758778,node/7110438106,
Signal,9.0234853,0,38.7815333,node/7110438107,
Dinberwa Hospital,9.0221973,0,38.7867845,node/7110438108,
Lem Hotel,9.0212061,0,38.7940254,node/7110438109,
Lamberet (Queens),9.022362,0,38.8157252,node/7110438110,
Kotebe 01,9.0348925,0,38.8281186,node/7110438111,
Kotebe 01,9.0349074,0,38.8281855,node/7110438113,
Shola (United Bank),9.0217059,0,38.7948696,node/7110438114,
Sumeya Mosque,9.021194,0,38.792498,node/7110438115,
Signal,9.023369,0,38.7815645,node/7110438116,
Kality Gebriel,8.9104302,0,38.7640618,node/7110725239,
Addis Sefer (Overpass),8.9572931,0,38.7673729,node/7110725240,
Bole Mickael (2),8.9799499,0,38.7723221,node/7110725241,
Bole Bridge,8.9867261,0,38.7903601,node/7110725242,
MOENCO,8.9948785,0,38.7957512,node/7110725243,
Sport Academy,9.0009401,0,38.7988652,node/7110725244,
Anbessa Garage,9.0077883,0,38.8030776,node/7110725245,
IVECO,9.0158283,0,38.8026698,node/7110725246,
Anbessa Garage,9.0076034,0,38.8032793,node/7110725247,
Emperial Hotel,9.0037859,0,38.8009424,node/7110725248,
MOENCO,8.9950941,0,38.7961036,node/7110725249,
Bole (Bora Amusement),8.9910443,0,38.7946816,node/7110725250,
Bole Mickael (2),8.9795995,0,38.7721474,node/7110725251,
Addis Sefer,8.9603711,0,38.7676814,node/7110725252,
Saris Abo,8.9458024,0,38.7692055,node/7110725253,
Kality (Correctional Facility),8.9234126,0,38.7648588,node/7110725254,
Kality Meneharia,8.8959395,0,38.7718808,node/7110725256,
Arat Kilo,9.0354591,0,38.7588358,node/7111821010,
Piassa (EPPCO),9.0325113,0,38.7538404,node/7111821011,
Autobis Tera,9.0317457,0,38.7374552,node/7111821013,
Autobis Tera,9.0301828,0,38.7373348,node/7111821015,
Dinberwa Hospital (1),9.0216842,0,38.7887833,node/7111821016,
Chid Tera,9.0374493,0,38.721592,node/7112123457,
Mebrathail,9.0294949,0,38.7149359,node/7112123458,
Kolfe Keranyo,9.0173854,0,38.7177803,node/7112123459,
Keranio Bridge,9.0193846,0,38.708993,node/7112123460,
Kolfe Keranyo,9.0170237,0,38.7176821,node/7112123462,
Abysinia Coffee,9.0370321,0,38.7163686,node/7112123463,
Chid Tera,9.0376714,0,38.7208971,node/7112123464,
Old Airport (Mobil),8.9998854,0,38.7188624,node/7112215078,
Minaye (Shoa Supermarket),9.008471,0,38.7196192,node/7112215079,
Holand,9.0208524,0,38.7158287,node/7112215080,
18 Mazoria (Atena Tera),9.0361682,0,38.7141478,node/7112215081,
Atena Tera,9.0409736,0,38.7125982,node/7112215082,
Winget TVET,9.0491202,0,38.7116581,node/7112215083,
Winget,9.0555289,0,38.7124575,node/7112215084,
Winget TVET,9.0494004,0,38.7117843,node/7112280389,
kolfe (Atena Tera),9.0448145,0,38.7122352,node/7112280390,
Atena Tera,9.0414434,0,38.712721,node/7112280391,
18 Mazoria (Atena Tera),9.0362317,0,38.7143961,node/7112280392,
Meseret Edget,9.0244809,0,38.7152453,node/7112280393,
Augusta Bridge (Tor Hailoch),9.0056155,0,38.7188519,node/7112280394,
Mahiber Betoch,8.8596281,0,38.8146269,node/7112648156,
Project 12 Akababi,8.865212,0,38.8210444,node/7112648157,
G7 (Tulu Dimtu),8.8701237,0,38.8204129,node/7112648158,
Belay Ab Moters,8.871336,0,38.7965426,node/7112648159,
Gelan Condominium,8.8797285,0,38.7794514,node/7112648160,
Kality Total,8.894811,0,38.7728422,node/7112648161,
Akaki Subcity Office (Menaheria),8.8973286,0,38.770309,node/7112648162,
Kality (Correctional Facility),8.9224149,0,38.7641522,node/7112648163,
Techtra Engineering,8.9281178,0,38.7676362,node/7112648164,
Adey Abeba,8.9572677,0,38.7637599,node/7112648165,
Kality Maseltegna,8.9323914,0,38.7669427,node/7112648166,
Wehalemat,8.9298175,0,38.768315,node/7112648167,
Awash Bank (Akaki Kality),8.8837788,0,38.7768426,node/7112648168,
Gelan Condominium,8.8799589,0,38.7793211,node/7112648169,
Belay Ab Moters,8.8716847,0,38.7963837,node/7112648170,
Belay Ab Moters (Alem Bank),8.8675171,0,38.798439,node/7112648171,
TAF Oil (Tulu Dimtu),8.8705655,0,38.8091005,node/7112648172,
Addis Sefer (NFSL W09),8.9580023,0,38.7723166,node/7112755336,
Addis Sefer,8.9590585,0,38.7710152,node/7112755337,
Teklehaymanot,9.0278217,0,38.7439418,node/7112755338,
Autobis Tera,9.0314996,0,38.7376384,node/7112755340,
Autobis Tera,9.0308454,0,38.7381207,node/7112755342,
Meteorology,9.0194238,0,38.7468282,node/7112755343,
Sengatera,9.0148435,0,38.7468427,node/7112755344,
Addis Sefer,8.9587021,0,38.7706049,node/7112755345,
Girum Hospital,9.0462468,0,38.7199737,node/7113004009,
Ras Hailu (Medhanialem),9.0509733,0,38.7211613,node/7113004010,
Awolia,9.0572551,0,38.7114101,node/7113004011,
Bercheko Fabrica (Asko),9.0640587,0,38.6983516,node/7113004012,
Gulele,9.0598807,0,38.70588,node/7113004013,
Ras Hailu (Medhanialem),9.0507813,0,38.7210939,node/7113004014,
Woreda 7 TVET,9.040909,0,38.7212829,node/7113004015,
Chid Tera,9.0380466,0,38.7213725,node/7113004016,
Autobis Tera,9.0312199,0,38.7365754,node/7113004018,
Michael (2),9.0426217,0,38.73268,node/7113004020,
Pawlos Hospital (Saba Mosque),9.0485205,0,38.7261371,node/7113004021,
Anbessa Garage (Shegole),9.0643796,0,38.7205811,node/7113004022,
Shegole (Mender 7),9.0641379,0,38.7266132,node/7113004024,
Shegole (Mender 7),9.0641466,0,38.726699,node/7113004026,
Hassen & Hussein Mosque (Shegole),9.0589167,0,38.7189551,node/7113004027,
Shegole Bank,9.0548351,0,38.7198445,node/7113004028,
Michael,9.0409541,0,38.7321449,node/7113004029,
Eyesus,9.0652655,0,38.7712666,node/7113158623,
Wello Sefer,8.9931107,0,38.7741153,node/7122983960,
Kassech Kitfo,8.9891423,0,38.7720567,node/7122983961,
Ambasel,8.9855755,0,38.7679985,node/7122983962,
WAGGA (Singer Liquior Store),8.9840055,0,38.7662234,node/7122983963,
Wengalawit,8.9814923,0,38.7635127,node/7122983964,
Wengalawit,8.9817105,0,38.7636059,node/7122983968,
MEDCO,8.9857381,0,38.7680101,node/7122983969,
Tebaber Berta,8.98977,0,38.7723942,node/7122983970,
Wello Sefer,8.9930626,0,38.7739711,node/7122983972,
Beshale Area,9.0113972,0,38.8356151,node/7123180286,
Megenagna,9.0185063,0,38.802106,node/7123180287,
Jacros,9.0111777,0,38.821148,node/7123180289,
Safari,9.0100121,0,38.8526604,node/7123180290,
Safari (Summit),9.0116739,0,38.8657082,node/7123180291,
Safari (Summit),9.0115148,0,38.8657494,node/7123180293,
Safari,9.0099646,0,38.8513684,node/7123180295,
Beshale Area,9.011279,0,38.8356503,node/7123180296,
Gurd Shola,9.0189315,0,38.8201425,node/7123180297,
Megenagna,9.0194519,0,38.803506,node/7123180298,
Meskel Flower,8.9882804,0,38.7650036,node/7123265052,
Loza (Adot),8.9911645,0,38.7659652,node/7123265053,
Nazra Hotel,8.9934001,0,38.7663984,node/7123265054,
Yetam Hotel,8.9959487,0,38.7666123,node/7123265055,
Kebele Kibeb,8.9980982,0,38.7667571,node/7123265056,
Mulu Shewa (Gazebo),8.9999844,0,38.7669271,node/7123265061,
Kebele Kibeb,8.9979306,0,38.7668423,node/7123265062,
Yetam Hotel,8.9959132,0,38.7667132,node/7123265063,
Nazra Hotel,8.9937071,0,38.7665439,node/7123265064,
Loza (Adot),8.9910552,0,38.7660467,node/7123265065,
Meskel Flower,8.9885268,0,38.7652457,node/7123265066,
Total 3 Kuter Mazoria,8.9921561,0,38.7180191,node/7182111861,
Kera,8.9865792,0,38.7468023,node/7182111862,
4 Kilo Minilik School,9.0351361,0,38.7629695,node/7214490240,
Kality Menaheriya,8.8967488,0,38.7708485,node/7214490241,
Delta Fuel Station,8.8504983,0,38.8085926,node/10672721751,
Sidama Awash NOC,8.8412588,0,38.8243789,node/10672739809,
Atlas Resort,8.8314833,0,38.8396009,node/10672739811,
ODDA Fuel Station,8.8447465,0,38.818065,node/10672739815,
3 Kutir (TZNA Area),8.9943894,0,38.717673,node/10672961242,
Lideta High Court,9.0117316,0,38.7335924,node/10672961244,
Ayer Tena,8.9839135,0,38.7024743,node/10750378219,
Sar Bet,8.9925223,0,38.7394551,node/10755917239,
